Order,Variable,Description,Category,Variable Type,Consumption Type,Root Formula,Type,Size,Part
4229,Q3100202K2,Frequency of Attendance [Pst Yr] - Concerts - Casinos (any) - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4230,Q3100202K3,Frequency of Attendance [Pst Yr] - Concerts - Casinos (any) - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4231,Q3100203K1,Frequency of Attendance [Pst Yr] - Concerts - Night clubs/bars - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4232,Q3100203K2,Frequency of Attendance [Pst Yr] - Concerts - Night clubs/bars - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4233,Q3100203K3,Frequency of Attendance [Pst Yr] - Concerts - Night clubs/bars - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4234,Q3100204K1,Frequency of Attendance [Pst Yr] - Concerts - Outdoor stages/parks - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4235,Q3100204K2,Frequency of Attendance [Pst Yr] - Concerts - Outdoor stages/parks - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4236,Q3100204K3,Frequency of Attendance [Pst Yr] - Concerts - Outdoor stages/parks - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4237,Q3100205K1,Frequency of Attendance [Pst Yr] - Concerts - Theatres/halls - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4238,Q3100205K2,Frequency of Attendance [Pst Yr] - Concerts - Theatres/halls - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4239,Q3100205K3,Frequency of Attendance [Pst Yr] - Concerts - Theatres/halls - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4240,Q3100206K1,Frequency of Attendance [Pst Yr] - Concerts - Other concert venues - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4241,Q3100206K2,Frequency of Attendance [Pst Yr] - Concerts - Other concert venues - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4242,Q3100206K3,Frequency of Attendance [Pst Yr] - Concerts - Other concert venues - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4243,Q3200101C1,Attended/Visited [Pst Yr] - Theatre - Major theatres/halls/auditoriums,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4244,Q3200102C1,Attended/Visited [Pst Yr] - Theatre - Community theatres,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4245,Q3200103C1,Attended/Visited [Pst Yr] - Theatre - Festivals,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4246,Q3200104C1,Attended/Visited [Pst Yr] - Theatre - Other live theatre venues,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4247,Q3200201K1,Frequency of Attendance [Pst Yr] - Theatre - Major theatres/halls/auditoriums - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4248,Q3200201K2,Frequency of Attendance [Pst Yr] - Theatre - Major theatres/halls/auditoriums - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4249,Q3200201K3,Frequency of Attendance [Pst Yr] - Theatre - Major theatres/halls/auditoriums - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4250,Q3200202K1,Frequency of Attendance [Pst Yr] - Theatre - Community theatres - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4251,Q3200202K4,Frequency of Attendance [Pst Yr] - Theatre - Community theatres - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4252,Q3200203K1,Frequency of Attendance [Pst Yr] - Theatre - Festivals - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4253,Q3200203K4,Frequency of Attendance [Pst Yr] - Theatre - Festivals - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4254,Q3200204K1,Frequency of Attendance [Pst Yr] - Theatre - Other live theatre venues - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4255,Q3200204K4,Frequency of Attendance [Pst Yr] - Theatre - Other live theatre venues - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4256,Q3300101C1,Attended [Pst Yr] - Attractions/Events - Auto shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4257,Q3300122C1,Attended [Pst Yr] - Attractions/Events - Book shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4258,Q3300105C1,Attended [Pst Yr] - Attractions/Events - Craft shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4259,Q3300109C1,Attended [Pst Yr] - Attractions/Events - Food/wine shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4260,Q3300110C1,Attended [Pst Yr] - Attractions/Events - Garden shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4261,Q3300112C1,Attended [Pst Yr] - Attractions/Events - Home shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4262,Q3300124C1,Attended [Pst Yr] - Attractions/Events - Other shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4263,Q3400101C1,Attended/Visited [Pst Yr] - Attractions/Events - Ballet/opera/symphony,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4264,Q3400102C1,Attended/Visited [Pst Yr] - Attractions/Events - Bars/restaurant bars,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4265,Q3400103C1,Attended/Visited [Pst Yr] - Attractions/Events - Beer/food/wine festivals,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4266,Q3400104C1,Attended/Visited [Pst Yr] - Attractions/Events - Comedy clubs/shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4267,Q3400105C1,Attended/Visited [Pst Yr] - Attractions/Events - Dancing/night clubs,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4268,Q3400106C1,Attended/Visited [Pst Yr] - Attractions/Events - Dinner theatres,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4269,Q3400107C1,Attended/Visited [Pst Yr] - Attractions/Events - Film festivals,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4270,Q3400108C1,Attended/Visited [Pst Yr] - Attractions/Events - Music festivals,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4271,Q3400109C1,Attended/Visited [Pst Yr] - Attractions/Events - Movies at a theatre/drive-in,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4272,Q3400111C1,Attended/Visited [Pst Yr] - Attractions/Events - Popular music/rock concerts,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4273,Q3400201K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Ballet/opera/symphony - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4274,Q3400201K2,Frequency of Attendance [Pst Yr] - Attractions/Events - Ballet/opera/symphony - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4275,Q3400201K3,Frequency of Attendance [Pst Yr] - Attractions/Events - Ballet/opera/symphony - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4276,Q3400202K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Bars/restaurant bars - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4277,Q3400202K2,Frequency of Attendance [Pst Yr] - Attractions/Events - Bars/restaurant bars - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4278,Q3400202K3,Frequency of Attendance [Pst Yr] - Attractions/Events - Bars/restaurant bars - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4279,Q3400203K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Beer/food/wine festivals - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4280,Q3400203K4,Frequency of Attendance [Pst Yr] - Attractions/Events - Beer/food/wine festivals - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4281,Q3400204K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Comedy clubs/shows - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4282,Q3400204K4,Frequency of Attendance [Pst Yr] - Attractions/Events - Comedy clubs/shows - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4283,Q3400205K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Dancing/night clubs - Once a year (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4284,Q3400205K2,Frequency of Attendance [Pst Yr] - Attractions/Events - Dancing/night clubs - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4285,Q3400205K3,Frequency of Attendance [Pst Yr] - Attractions/Events - Dancing/night clubs - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4286,Q3400206K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Dinner theatres - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4287,Q3400206K4,Frequency of Attendance [Pst Yr] - Attractions/Events - Dinner theatres - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4288,Q3400207K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Film festivals - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4289,Q3400207K4,Frequency of Attendance [Pst Yr] - Attractions/Events - Film festivals - 2 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4290,Q3400208K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Music festivals - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4291,Q3400208K4,Frequency of Attendance [Pst Yr] - Attractions/Events - Music festivals - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4292,Q3400209K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Movies at a theatre/drive-in - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4293,Q3400209K2,Frequency of Attendance [Pst Yr] - Attractions/Events - Movies at a theatre/drive-in - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4294,Q3400209K3,Frequency of Attendance [Pst Yr] - Attractions/Events - Movies at a theatre/drive-in - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4295,Q3400210K1,Frequency of Attendance [Pst Yr] - Attractions/Events - Popular music/rock concerts - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4296,Q3400210K2,Frequency of Attendance [Pst Yr] - Attractions/Events - Popular music/rock concerts - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4297,Q3400210K3,Frequency of Attendance [Pst Yr] - Attractions/Events - Popular music/rock concerts - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4298,Q3410101C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Adult high schools (any) (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4299,Q3410102C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Career colleges (any) (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4300,Q3410103C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Community colleges (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4301,Q3410104C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Universities (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4302,Q3410105C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Executive/management training (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4303,Q3410106C1,Taken courses/Enrolled at [Pst 3 Yrs] - Schools - Online courses (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4304,Q3410205C1,Attended by household children [Pst 3 Yrs] - Learning Centres - Activity camps (summer/March break),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4305,Q3410206C1,Attended by household children [Pst 3 Yrs] - Learning Centres - Paid extracurricular activities/sports,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4306,Q3410207C1,Attended by household children [Pst 3 Yrs] - Learning Centres - Private schools,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4307,Q341021C01,Attended by household children [Pst 3 Yrs] - Learning Centres - Learning centers (any) (e.g. Kumon),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4308,Q342010C02,Accessed online job sites [Pst Yr] - Yes,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4309,Q3420201C1,Visited [Pst Yr] - Locations - College or university campus,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4310,Q3420202C1,Visited [Pst Yr] - Locations - Health or fitness club,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4311,Q3420203C1,"Visited [Pst Yr] - Locations - Restaurant, resto-bar, or pub",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4312,Q3420204C1,Visited [Pst Yr] - Locations - Bar or nightclub,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4313,Q3420301C1,Visited [Pst Mth] - Locations - College or university campus,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4314,Q3420302C1,Visited [Pst Mth] - Locations - Health or fitness club,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4315,Q3420303C1,"Visited [Pst Mth] - Locations - Restaurant, resto-bar, or pub",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4316,Q3420304C1,Visited [Pst Mth] - Locations - Bar or nightclub,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4317,Q3420401C1,Visited [Pst Wk] - Locations - College or university campus,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4318,Q3420402C1,Visited [Pst Wk] - Locations - Health or fitness club,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4319,Q3420403C1,"Visited [Pst Wk] - Locations - Restaurant, resto-bar, or pub",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4320,Q3420404C1,Visited [Pst Wk] - Locations - Bar or nightclub,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4321,Q3420501K1,Frequency of Visiting [Pst Wk] - Locations - College or university campus - 1 time,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4322,Q3420501K2,Frequency of Visiting [Pst Wk] - Locations - College or university campus - 2 times,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4323,Q3420501K3,Frequency of Visiting [Pst Wk] - Locations - College or university campus - 3 times (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4324,Q3420501K4,Frequency of Visiting [Pst Wk] - Locations - College or university campus - 4 to 6 times,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4325,Q3420501K5,Frequency of Visiting [Pst Wk] - Locations - College or university campus - 7 times or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4326,Q3420502K1,Frequency of Visiting [Pst Wk] - Locations - Health or fitness club - 1 time,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4327,Q3420502K2,Frequency of Visiting [Pst Wk] - Locations - Health or fitness club - 2 times,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4328,Q3420502K3,Frequency of Visiting [Pst Wk] - Locations - Health or fitness club - 3 times,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4329,Q3420502K4,Frequency of Visiting [Pst Wk] - Locations - Health or fitness club - 4 to 6 times,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4330,Q3420502K5,Frequency of Visiting [Pst Wk] - Locations - Health or fitness club - 7 times or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4331,Q3420503K1,"Frequency of Visiting [Pst Wk] - Locations - Restaurant, resto-bar, or pub - 1 time",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4332,Q3420503K2,"Frequency of Visiting [Pst Wk] - Locations - Restaurant, resto-bar, or pub - 2 times",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4333,Q3420503K3,"Frequency of Visiting [Pst Wk] - Locations - Restaurant, resto-bar, or pub - 3 times",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4334,Q3420503K4,"Frequency of Visiting [Pst Wk] - Locations - Restaurant, resto-bar, or pub - 4 to 6 times",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4335,Q3420503K5,"Frequency of Visiting [Pst Wk] - Locations - Restaurant, resto-bar, or pub - 7 times or more",Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4336,Q3420504K1,Frequency of Visiting [Pst Wk] - Locations - Establishments serving alcohol but no food (e.g. nightclub) - 1 time,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4337,Q3420504K6,Frequency of Visiting [Pst Wk] - Locations - Establishments serving alcohol but no food (e.g. nightclub) - 2 times or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4338,Q342060C02,Responded to recruitment ads [Pst Yr] - Yes,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4339,Q3500101I2,Frequency of Participation [Occas/Reg] - Adventure sports,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4340,Q3500102I2,Frequency of Participation [Occas/Reg] - Arts/crafts/sewing/knitting,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4341,Q3500103I2,Frequency of Participation [Occas/Reg] - ATV/snowmobiling,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4342,Q3500104I2,Frequency of Participation [Occas/Reg] - Baseball/softball,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4343,Q3500105I2,Frequency of Participation [Occas/Reg] - Basketball,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4344,Q3500106I2,Frequency of Participation [Occas/Reg] - Billiards/pool,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4345,Q3500107I2,Frequency of Participation [Occas/Reg] - Bowling,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4346,Q3500108I2,Frequency of Participation [Occas/Reg] - Camping,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4347,Q3500109I2,Frequency of Participation [Occas/Reg] - Canoeing/kayaking,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4348,Q3500133I2,Frequency of Participation [Occas/Reg] - Skiing - cross country / Snowshoeing,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4349,Q3500110I2,Frequency of Participation [Occas/Reg] - Curling,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4350,Q3500111I2,Frequency of Participation [Occas/Reg] - Cycling (mountain/road biking),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4351,Q3500112I2,Frequency of Participation [Occas/Reg] - Fishing/hunting,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4352,Q3500113I2,Frequency of Participation [Occas/Reg] - Fitness classes,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4353,Q3500114I2,Frequency of Participation [Occas/Reg] - Fitness walking,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4354,Q3500115I2,Frequency of Participation [Occas/Reg] - Football,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4355,Q3500116I2,Frequency of Participation [Occas/Reg] - Gardening,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4356,Q3500117I2,Frequency of Participation [Occas/Reg] - Golfing,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4357,Q3500118I2,Frequency of Participation [Occas/Reg] - Health club activity,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
